//如果你抓包或破解获取到了直播源，请自用，别公开，以防止人数过多拥挤卡顿.谢谢！//
🇨🇳央卫V4,#genre#
CCTV-11戏曲,http://115.60.241.249:2000/rtp/225.1.4.215:1268$河南联通组播
CCTV-11戏曲,http://ikuai.zlsip.top:4022/rtp/239.3.1.152:8120$北京联通组播
CCTV-12社法,http://60.10.225.157:555/rtp/239.253.92.197:6062$河北联通组播
CCTV-12社法,http://115.60.241.249:2000/rtp/225.1.4.79:1108$河南联通组播
CCTV-13新闻,http://60.10.225.157:555/rtp/239.253.92.13:8008$河北联通组播
CCTV-14少儿,http://ikuai.zlsip.top:4022/rtp/239.3.1.65:8132$北京联通组播
CCTV-14少儿,http://60.10.225.157:555/rtp/239.253.92.198:6063$河北联通组播
CCTV-15音乐,http://ikuai.zlsip.top:4022/rtp/239.3.1.153:8136$北京联通组播
CCTV-15音乐,http://60.10.225.157:555/rtp/239.253.93.154:6322$河北联通组播
CCTV-15音乐,http://115.60.241.249:2000/rtp/225.1.4.216:1269$河南联通组播
CCTV-16奥匹,http://ikuai.zlsip.top:4022/rtp/239.3.1.184:8001$北京联通组播
CCTV-17农村,http://ikuai.zlsip.top:4022/rtp/239.3.1.151:8144$北京联通组播
CCTV-17农村,http://60.10.225.157:555/rtp/239.253.93.150:6318$河北联通组播
CCTV-17农村,http://115.60.241.249:2000/rtp/225.1.4.226:2506$河南联通组播
北京卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.241:8000$北京联通组播
北京卫视,http://60.10.225.157:555/rtp/239.253.92.87:8014$河北联通组播
北京卫视,http://115.60.241.249:2000/rtp/225.1.4.81:1110$河南联通组播
湖南卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.132:8012$北京联通组播
湖南卫视,http://60.10.225.157:555/rtp/239.253.92.84:8015$河北联通组播
湖南卫视,http://115.60.241.249:2000/rtp/225.1.4.82:1111$河南联通组播
上海卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.136:8032$北京联通组播
上海卫视,http://60.10.225.157:555/rtp/239.253.92.89:8019$河北联通组播
上海卫视,http://115.60.241.249:2000/rtp/225.1.4.85:1114$河南联通组播
浙江卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.137:8036$北京联通组播
浙江卫视,http://60.10.225.157:555/rtp/239.253.92.90:8020$河北联通组播
浙江卫视,http://115.60.241.249:2000/rtp/225.1.4.84:1113$河南联通组播
江苏卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.135:8028$北京联通组播
江苏卫视,http://60.10.225.157:555/rtp/239.253.92.88:8018$河北联通组播
江苏卫视,http://115.60.241.249:2000/rtp/225.1.4.83:1112$河南联通组播
天津卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.141:1234$北京联通组播
天津卫视,http://60.10.225.157:555/rtp/239.253.92.91:8021$河北联通组播
天津卫视,http://115.60.241.249:2000/rtp/225.1.4.86:1115$河南联通组播
重庆卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.122:8160$北京联通组播
重庆卫视,http://60.10.225.157:555/rtp/239.253.92.10:6053$河北联通组播
重庆卫视,http://115.60.241.249:2000/rtp/225.1.4.157:1308$河南联通组播
山东卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.209:8052$北京联通组播
山东卫视,http://115.60.241.249:2000/rtp/225.1.4.88:1117$河南联通组播
河北卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.148:8072$北京联通组播
辽宁卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.210:8056$北京联通组播
辽宁卫视,http://60.10.225.157:555/rtp/239.253.92.115:6056$河北联通组播
辽宁卫视,http://115.60.241.249:2000/rtp/225.1.4.167:1208$河南联通组播
贵州卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.149:8076$北京联通组播
贵州卫视,http://60.10.225.157:555/rtp/239.253.92.105:6055$河北联通组播
江西卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.123:8164$北京联通组播
江西卫视,http://60.10.225.157:555/rtp/239.253.92.19:6145$河北联通组播
江西卫视,http://115.60.241.249:2000/rtp/225.1.4.139:1305$河南联通组播
黑龙江卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.133:8016$北京联通组播
黑龙江卫视,http://60.10.225.157:555/rtp/239.253.92.85:8016$河北联通组播
福建卫视,http://60.10.225.157:555/rtp/239.253.92.201:6146$河北联通组播
福建卫视,http://115.60.241.249:2000/rtp/225.1.4.228:1274$河南联通组播
安徽卫视,http://60.10.225.157:555/rtp/239.253.92.209:6566$河北联通组播
安徽卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.211:8064$北京联通组播
湖北卫视,http://60.10.225.157:555/rtp/239.253.92.210:6567$河北联通组播
湖北卫视,http://115.60.241.249:2000/rtp/225.1.4.89:1118$河南联通组播
湖北卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.138:8044$北京联通组播
四川卫视,http://60.10.225.157:555/rtp/239.253.92.16:6043$河北联通组播
四川卫视,http://115.60.241.249:2000/rtp/225.1.4.151:1306$河南联通组播
河南卫视,http://60.10.225.157:555/rtp/239.253.92.137:6144$河北联通组播
广西卫视,http://60.10.225.157:555/rtp/239.253.92.76:8043$河北联通组播
吉林卫视,http://60.10.225.157:555/rtp/239.253.92.202:6147$河北联通组播
海南卫视,http://60.10.225.157:555/rtp/239.253.93.155:6323$河北联通组播
海南卫视,http://115.60.241.249:2000/rtp/225.1.4.195:1310$河南联通组播
深圳卫视,http://60.10.225.157:555/rtp/239.253.92.86:8017$河北联通组播
广东卫视,http://60.10.225.157:555/rtp/239.253.92.206:8108$河北联通组播
广东卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.142:8048$北京联通组播
重温经典,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D

%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D
北京影视,http://ikuai.zlsip.top:4022/rtp/239.3.1.158:8000$北京联通组播
北京文艺,http://ikuai.zlsip.top:4022/rtp/239.3.1.242:8000$北京联通组播
北京财经,http://ikuai.zlsip.top:4022/rtp/239.3.1.116:8000$北京联通组播
北京生活,http://ikuai.zlsip.top:4022/rtp/239.3.1.117:8000$北京联通组播
纪实科教,http://ikuai.zlsip.top:4022/rtp/239.3.1.115:8000$北京联通组播
纪实科教,http://ikuai.zlsip.top:4022/rtp/239.3.1.243:8000$北京联通组播
淘电影,http://ikuai.zlsip.top:4022/rtp/239.3.1.250:8001$北京联通组播
淘剧场,http://ikuai.zlsip.top:4022/rtp/239.3.1.95:8001$北京联通组播
淘娱乐,http://ikuai.zlsip.top:4022/rtp/239.3.1.100:8001$北京联通组播
淘BABY,http://ikuai.zlsip.top:4022/rtp/239.3.1.238:8001$北京联通组播
卡酷少儿,http://ikuai.zlsip.top:4022/rtp/239.3.1.189:8000$北京联通组播
CCTV-1综合,http://114.253.165.121:10000/rtp/239.3.1.129:8008$北京联通组播
CCTV-1综合,http://114.254.189.28:9999/rtp/239.3.1.129:8008$北京联通组播
CCTV-1综合,http://111.193.225.167:8888/rtp/239.3.1.129:8008$北京联通组播
CCTV-1综合,http://123.113.254.161:8012/rtp/239.3.1.129:8008$北京联通组播
CCTV-1综合,http://123.112.213.221:4022/rtp/239.3.1.129:8008$北京联通组播
CCTV-1综合,http://222.129.138.100:4088/rtp/239.3.1.129:8008$北京联通组播
CCTV-1综合,http://114.246.181.171:4022/rtp/239.3.1.129:8008$北京联通组播
CCTV-1综合,http://111.199.234.60:3568/rtp/239.3.1.129:8008$北京联通组播
CCTV-2财经,http://114.246.181.171:4022/rtp/239.3.1.60:8084$北京联通组播
CCTV-2财经,http://114.254.189.28:9999/rtp/239.3.1.60:8084$北京联通组播
CCTV-2财经,http://111.193.225.167:8888/rtp/239.3.1.60:8084$北京联通组播
CCTV-2财经,http://222.129.138.100:4088/rtp/239.3.1.60:8084$北京联通组播
CCTV-2财经,http://123.112.213.221:4022/rtp/239.3.1.60:8084$北京联通组播
CCTV-2财经,http://111.199.234.60:3568/rtp/239.3.1.60:8084$北京联通组播
CCTV-3综艺,http://222.129.138.100:4088/rtp/239.3.1.172:8001$北京联通组播
CCTV-3综艺,http://111.193.225.167:8888/rtp/239.3.1.172:8001$北京联通组播
CCTV-3综艺,http://114.246.181.171:4022/rtp/239.3.1.172:8001$北京联通组播
CCTV-3综艺,http://123.112.213.221:4022/rtp/239.3.1.172:8001$北京联通组播
CCTV-3综艺,http://111.199.234.60:3568/rtp/239.3.1.172:8001$北京联通组播
CCTV-4国际,http://111.193.225.167:8888/rtp/239.3.1.214:4220$北京联通组播
CCTV-4国际,http://111.193.225.167:8888/rtp/239.3.1.213:4220$北京联通组播
CCTV-4国际,http://111.193.225.167:8888/rtp/239.3.1.105:8092$北京联通组播
CCTV-4国际,http://114.253.165.121:10000/rtp/239.3.1.213:4220$北京联通组播
CCTV-4国际,http://222.129.138.100:4088/rtp/239.3.1.105:8092$北京联通组播
CCTV-4国际,http://114.254.189.28:9999/rtp/239.3.1.105:8092$北京联通组播
CCTV-4国际,http://114.254.189.28:9999/rtp/239.3.1.213:4220$北京联通组播
CCTV-4国际,http://114.253.165.121:10000/rtp/239.3.1.214:4220$北京联通组播
CCTV-4国际,http://123.112.213.221:4022/rtp/239.3.1.214:4220$北京联通组播
CCTV-4国际,http://222.129.138.100:4088/rtp/239.3.1.214:4220$北京联通组播
CCTV-4国际,http://123.112.213.221:4022/rtp/239.3.1.105:8092$北京联通组播
CCTV-4国际,http://123.112.213.221:4022/rtp/239.3.1.213:4220$北京联通组播
CCTV-4国际,http://111.199.234.60:3568/rtp/239.3.1.105:8092$北京联通组播
CCTV-4国际,http://111.199.234.60:3568/rtp/239.3.1.213:4220$北京联通组播
CCTV-4国际,http://111.199.234.60:3568/rtp/239.3.1.214:4220$北京联通组播
CCTV-5体育,http://114.246.181.171:4022/rtp/239.3.1.173:8001$北京联通组播
CCTV-5体育,http://114.253.165.121:10000/rtp/239.3.1.173:8001$北京联通组播
CCTV-5体育,http://111.193.225.167:8888/rtp/239.3.1.173:8001$北京联通组播
CCTV-5+赛事,http://111.193.225.167:8888/rtp/239.3.1.130:8004$北京联通组播
CCTV-5+赛事,http://114.253.165.121:10000/rtp/239.3.1.130:8004$北京联通组播
CCTV-5+赛事,http://123.112.213.221:4022/rtp/239.3.1.130:8004$北京联通组播
CCTV-5+赛事,http://222.129.138.100:4088/rtp/239.3.1.130:8004$北京联通组播
CCTV-5体育,http://111.199.234.60:3568/rtp/239.3.1.173:8001$北京联通组播
CCTV-5+赛事,http://111.199.234.60:3568/rtp/239.3.1.130:8004$北京联通组播
CCTV-5体育,http://123.112.213.221:4022/rtp/239.3.1.173:8001$北京联通组播
CCTV-6电影,http://111.199.234.60:3568/rtp/239.3.1.174:8001$北京联通组播
CCTV-6电影,http://222.129.138.100:4088/rtp/239.3.1.174:8001$北京联通组播
CCTV-6电影,http://111.193.225.167:8888/rtp/239.3.1.174:8001$北京联通组播
CCTV-6电影,http://114.253.165.121:10000/rtp/239.3.1.174:8001$北京联通组播
CCTV-6电影,http://123.112.213.221:4022/rtp/239.3.1.174:8001$北京联通组播
CCTV-7军事,http://111.199.234.60:3568/rtp/239.3.1.61:8104$北京联通组播
CCTV-7军事,http://114.254.189.28:9999/rtp/239.3.1.61:8104$北京联通组播
CCTV-7军事,http://111.193.225.167:8888/rtp/239.3.1.61:8104$北京联通组播
CCTV-7军事,http://114.253.165.121:10000/rtp/239.3.1.61:8104$北京联通组播
CCTV-7军事,http://123.112.213.221:4022/rtp/239.3.1.61:8104$北京联通组播
CCTV-8电视,http://114.253.165.121:10000/rtp/239.3.1.175:8001$北京联通组播
CCTV-8电视,http://111.193.225.167:8888/rtp/239.3.1.175:8001$北京联通组播
CCTV-8电视,http://123.112.213.221:4022/rtp/239.3.1.175:8001$北京联通组播
CCTV-8电视,http://222.129.138.100:4088/rtp/239.3.1.175:8001$北京联通组播
CCTV-8电视,http://114.254.189.28:9999/rtp/239.3.1.175:8001$北京联通组播
CCTV-9纪录,http://114.254.189.28:9999/rtp/239.3.1.62:8112$北京联通组播
CCTV-9纪录,http://222.129.138.100:4088/rtp/239.3.1.62:8112$北京联通组播
CCTV-9纪录,http://114.253.165.121:10000/rtp/239.3.1.62:8112$北京联通组播
CCTV-9纪录,http://111.193.225.167:8888/rtp/239.3.1.62:8112$北京联通组播
CCTV-9纪录,http://123.112.213.221:4022/rtp/239.3.1.62:8112$北京联通组播
CCTV-10科教,http://123.112.213.221:4022/rtp/239.3.1.63:8116$北京联通组播
CCTV-10科教,http://111.193.225.167:8888/rtp/239.3.1.63:8116$北京联通组播
CCTV-10科教,http://114.253.165.121:10000/rtp/239.3.1.63:8116$北京联通组播
CCTV-10科教,http://114.254.189.28:9999/rtp/239.3.1.63:8116$北京联通组播
CCTV-10科教,http://222.129.138.100:4088/rtp/239.3.1.63:8116$北京联通组播
CCTV-11戏曲,http://114.253.165.121:10000/rtp/239.3.1.152:8120$北京联通组播
CCTV-11戏曲,http://222.129.138.100:4088/rtp/239.3.1.152:8120$北京联通组播
CCTV-11戏曲,http://123.112.213.221:4022/rtp/239.3.1.152:8120$北京联通组播
CCTV-12社法,http://114.254.189.28:9999/rtp/239.3.1.64:8124$北京联通组播
CCTV-12社法,http://222.129.138.100:4088/rtp/239.3.1.64:8124$北京联通组播
CCTV-12社法,http://114.253.165.121:10000/rtp/239.3.1.64:8124$北京联通组播
CCTV-12社法,http://114.246.181.171:4022/rtp/239.3.1.64:8124$北京联通组播
CCTV-12社法,http://111.193.225.167:8888/rtp/239.3.1.64:8124$北京联通组播
CCTV-12社法,http://123.112.213.221:4022/rtp/239.3.1.64:8124$北京联通组播
CCTV-12社法,http://111.199.234.60:3568/rtp/239.3.1.64:8124$北京联通组播
CCTV-13新闻,http://114.254.189.28:9999/rtp/239.3.1.124:8128$北京联通组播
CCTV-13新闻,http://111.199.234.60:3568/rtp/239.3.1.124:8128$北京联通组播
CCTV-13新闻,http://114.253.165.121:10000/rtp/239.3.1.124:8128$北京联通组播
CCTV-13新闻,http://222.129.138.100:4088/rtp/239.3.1.124:8128$北京联通组播
CCTV-13新闻,http://114.246.181.171:4022/rtp/239.3.1.124:8128$北京联通组播
CCTV-13新闻,http://123.112.213.221:4022/rtp/239.3.1.124:8128$北京联通组播
CCTV-13新闻,http://111.193.225.167:8888/rtp/239.3.1.124:8128$北京联通组播
CCTV-14少儿,http://111.193.225.167:8888/rtp/239.3.1.65:8132$北京联通组播
CCTV-14少儿,http://123.112.213.221:4022/rtp/239.3.1.65:8132$北京联通组播
CCTV-14少儿,http://114.253.165.121:10000/rtp/239.3.1.65:8132$北京联通组播
CCTV-15音乐,http://123.112.213.221:4022/rtp/239.3.1.153:8136$北京联通组播
CCTV-15音乐,http://111.199.234.60:3568/rtp/239.3.1.153:8136$北京联通组播
CCTV-15音乐,http://114.254.189.28:9999/rtp/239.3.1.153:8136$北京联通组播
CCTV-15音乐,http://111.193.225.167:8888/rtp/239.3.1.153:8136$北京联通组播
CCTV-15音乐,http://114.253.165.121:10000/rtp/239.3.1.153:8136$北京联通组播
CCTV-16奥匹,http://111.193.225.167:8888/rtp/239.3.1.184:8001$北京联通组播
CCTV-16奥匹,http://114.253.165.121:10000/rtp/239.3.1.184:8001$北京联通组播
CCTV-16奥匹,http://222.129.138.100:4088/rtp/239.3.1.184:8001$北京联通组播
CCTV-16奥匹,http://123.112.213.221:4022/rtp/239.3.1.184:8001$北京联通组播
CCTV-16奥匹,http://111.199.234.60:3568/rtp/239.3.1.184:8001$北京联通组播
CCTV-16奥匹,http://114.254.189.28:9999/rtp/239.3.1.184:8001$北京联通组播
CCTV-17农村,http://111.199.234.60:3568/rtp/239.3.1.151:8144$北京联通组播
CCTV-17农村,http://114.246.181.171:4022/rtp/239.3.1.151:8144$北京联通组播
CCTV-17农村,http://111.193.225.167:8888/rtp/239.3.1.151:8144$北京联通组播
CCTV-17农村,http://114.254.189.28:9999/rtp/239.3.1.151:8144$北京联通组播
CCTV-17农村,http://123.112.213.221:4022/rtp/239.3.1.151:8144$北京联通组播
CCTV-17农村,http://114.253.165.121:10000/rtp/239.3.1.151:8144$北京联通组播
CETV1,http://114.254.189.28:9999/rtp/239.3.1.57:8152$北京联通组播
CETV1,http://111.193.225.167:8888/rtp/239.3.1.57:8152$北京联通组播
CETV1,http://111.199.234.60:3568/rtp/239.3.1.57:8152$北京联通组播
CETV1,http://114.253.165.121:10000/rtp/239.3.1.57:8152$北京联通组播
CETV1,http://123.112.213.221:4022/rtp/239.3.1.57:8152$北京联通组播
福建卫视,http://114.253.165.121:10000/rtp/239.3.1.156:8148$北京联通组播
上海卫视,http://111.193.225.167:8888/rtp/239.3.1.136:8032$北京联通组播
上海卫视,http://114.253.165.121:10000/rtp/239.3.1.136:8032$北京联通组播
福建卫视,http://111.193.225.167:8888/rtp/239.3.1.156:8148$北京联通组播
福建卫视,http://123.112.213.221:4022/rtp/239.3.1.156:8148$北京联通组播
福建卫视,http://222.129.138.100:4088/rtp/239.3.1.156:8148$北京联通组播
上海卫视,http://123.112.213.221:4022/rtp/239.3.1.136:8032$北京联通组播
上海卫视,http://222.129.138.100:4088/rtp/239.3.1.136:8032$北京联通组播
天津卫视,http://111.193.225.167:8888/rtp/239.3.1.141:1234$北京联通组播
吉林卫视,http://114.253.165.121:10000/rtp/239.3.1.240:8172$北京联通组播
吉林卫视,http://222.129.138.100:4088/rtp/239.3.1.240:8172$北京联通组播
江西卫视,http://114.253.165.121:10000/rtp/239.3.1.123:8164$北京联通组播
深圳卫视,http://111.199.234.60:3568/rtp/239.3.1.134:8020$北京联通组播
广东卫视,http://111.199.234.60:3568/rtp/239.3.1.142:8048$北京联通组播
辽宁卫视,http://114.246.181.171:4022/rtp/239.3.1.210:8056$北京联通组播
江苏卫视,http://222.129.138.100:4088/rtp/239.3.1.135:8028$北京联通组播
天津卫视,http://114.253.165.121:10000/rtp/239.3.1.141:1234$北京联通组播
河北卫视,http://111.199.234.60:3568/rtp/239.3.1.148:8072$北京联通组播
重庆卫视,http://111.193.225.167:8888/rtp/239.3.1.122:8160$北京联通组播
江苏卫视,http://123.112.213.221:4022/rtp/239.3.1.135:8028$北京联通组播
山东卫视,http://222.129.138.100:4088/rtp/239.3.1.209:8052$北京联通组播
广东卫视,http://111.193.225.167:8888/rtp/239.3.1.142:8048$北京联通组播
北京卫视,http://111.193.225.167:8888/rtp/239.3.1.241:8000$北京联通组播
湖北卫视,http://114.253.165.121:10000/rtp/239.3.1.138:8044$北京联通组播
贵州卫视,http://123.112.213.221:4022/rtp/239.3.1.149:8076$北京联通组播
辽宁卫视,http://114.253.165.121:10000/rtp/239.3.1.210:8056$北京联通组播
北京卫视,http://114.246.181.171:4022/rtp/239.3.1.241:8000$北京联通组播
广东卫视,http://114.253.165.121:10000/rtp/239.3.1.142:8048$北京联通组播
安徽卫视,http://111.193.225.167:8888/rtp/239.3.1.211:8064$北京联通组播
湖南卫视,http://111.193.225.167:8888/rtp/239.3.1.132:8012$北京联通组播
贵州卫视,http://114.253.165.121:10000/rtp/239.3.1.149:8076$北京联通组播
浙江卫视,http://114.253.165.121:10000/rtp/239.3.1.137:8036$北京联通组播
山东卫视,http://123.112.213.221:4022/rtp/239.3.1.209:8052$北京联通组播
江西卫视,http://111.193.225.167:8888/rtp/239.3.1.123:8164$北京联通组播
山东卫视,http://114.253.165.121:10000/rtp/239.3.1.209:8052$北京联通组播
黑龙江卫视,http://114.246.181.171:4022/rtp/239.3.1.133:8016$北京联通组播
广东卫视,http://114.254.189.28:9999/rtp/239.3.1.142:8048$北京联通组播
江苏卫视,http://111.193.225.167:8888/rtp/239.3.1.135:8028$北京联通组播
黑龙江卫视,http://111.193.225.167:8888/rtp/239.3.1.133:8016$北京联通组播
山东卫视,http://111.199.234.60:3568/rtp/239.3.1.209:8052$北京联通组播
贵州卫视,http://111.193.225.167:8888/rtp/239.3.1.149:8076$北京联通组播
重庆卫视,http://114.253.165.121:10000/rtp/239.3.1.122:8160$北京联通组播
深圳卫视,http://114.253.165.121:10000/rtp/239.3.1.134:8020$北京联通组播
浙江卫视,http://111.193.225.167:8888/rtp/239.3.1.137:8036$北京联通组播
黑龙江卫视,http://114.253.165.121:10000/rtp/239.3.1.133:8016$北京联通组播
北京卫视,http://123.112.213.221:4022/rtp/239.3.1.241:8000$北京联通组播
河北卫视,http://114.253.165.121:10000/rtp/239.3.1.148:8072$北京联通组播
湖北卫视,http://111.193.225.167:8888/rtp/239.3.1.138:8044$北京联通组播
贵州卫视,http://114.246.181.171:4022/rtp/239.3.1.149:8076$北京联通组播
广东卫视,http://123.112.213.221:4022/rtp/239.3.1.142:8048$北京联通组播
湖南卫视,http://222.129.138.100:4088/rtp/239.3.1.132:8012$北京联通组播
江西卫视,http://222.129.138.100:4088/rtp/239.3.1.123:8164$北京联通组播
重庆卫视,http://123.112.213.221:4022/rtp/239.3.1.122:8160$北京联通组播
河北卫视,http://114.246.181.171:4022/rtp/239.3.1.148:8072$北京联通组播
江苏卫视,http://114.253.165.121:10000/rtp/239.3.1.135:8028$北京联通组播
广东卫视,http://222.129.138.100:4088/rtp/239.3.1.142:8048$北京联通组播
浙江卫视,http://123.112.213.221:4022/rtp/239.3.1.137:8036$北京联通组播
深圳卫视,http://111.193.225.167:8888/rtp/239.3.1.134:8020$北京联通组播
辽宁卫视,http://222.129.138.100:4088/rtp/239.3.1.210:8056$北京联通组播
吉林卫视,http://111.193.225.167:8888/rtp/239.3.1.240:8172$北京联通组播
河北卫视,http://222.129.138.100:4088/rtp/239.3.1.148:8072$北京联通组播
天津卫视,http://123.112.213.221:4022/rtp/239.3.1.141:1234$北京联通组播
天津卫视,http://111.199.234.60:3568/rtp/239.3.1.141:1234$北京联通组播
安徽卫视,http://114.253.165.121:10000/rtp/239.3.1.211:8064$北京联通组播
浙江卫视,http://111.199.234.60:3568/rtp/239.3.1.137:8036$北京联通组播
辽宁卫视,http://111.193.225.167:8888/rtp/239.3.1.210:8056$北京联通组播
北京卫视,http://114.254.189.28:9999/rtp/239.3.1.241:8000$北京联通组播
安徽卫视,http://222.129.138.100:4088/rtp/239.3.1.211:8064$北京联通组播
湖北卫视,http://123.112.213.221:4022/rtp/239.3.1.138:8044$北京联通组播
江苏卫视,http://114.246.181.171:4022/rtp/239.3.1.135:8028$北京联通组播
山东卫视,http://111.193.225.167:8888/rtp/239.3.1.209:8052$北京联通组播
安徽卫视,http://123.112.213.221:4022/rtp/239.3.1.211:8064$北京联通组播
湖南卫视,http://114.253.165.121:10000/rtp/239.3.1.132:8012$北京联通组播
北京卫视,http://222.129.138.100:4088/rtp/239.3.1.241:8000$北京联通组播
浙江卫视,http://222.129.138.100:4088/rtp/239.3.1.137:8036$北京联通组播
黑龙江卫视,http://123.112.213.221:4022/rtp/239.3.1.133:8016$北京联通组播
河北卫视,http://123.112.213.221:4022/rtp/239.3.1.148:8072$北京联通组播
河北卫视,http://111.193.225.167:8888/rtp/239.3.1.148:8072$北京联通组播
吉林卫视,http://123.112.213.221:4022/rtp/239.3.1.240:8172$北京联通组播
湖南卫视,http://123.112.213.221:4022/rtp/239.3.1.132:8012$北京联通组播
深圳卫视,http://123.112.213.221:4022/rtp/239.3.1.134:8020$北京联通组播
贵州卫视,http://222.129.138.100:4088/rtp/239.3.1.149:8076$北京联通组播
辽宁卫视,http://123.112.213.221:4022/rtp/239.3.1.210:8056$北京联通组播
江西卫视,http://123.112.213.221:4022/rtp/239.3.1.123:8164$北京联通组播
江苏卫视,http://111.199.234.60:3568/rtp/239.3.1.135:8028$北京联通组播
湖南卫视,http://111.199.234.60:3568/rtp/239.3.1.132:8012$北京联通组播
安徽卫视,http://111.199.234.60:3568/rtp/239.3.1.211:8064$北京联通组播
黑龙江卫视,http://111.199.234.60:3568/rtp/239.3.1.133:8016$北京联通组播
北京卫视,http://114.253.165.121:10000/rtp/239.3.1.241:8000$北京联通组播
爱上4K,http://111.193.225.167:8888/rtp/239.3.1.236:2000$北京联通组播
爱上4K,http://111.199.234.60:3568/rtp/239.3.1.236:2000$北京联通组播
爱上4K,http://222.129.138.100:4088/rtp/239.3.1.236:2000$北京联通组播
通州融媒,http://111.193.225.167:8888/rtp/239.3.1.221:8001$北京联通组播
通州融媒,http://123.112.213.221:4022/rtp/239.3.1.221:8001$北京联通组播
BRTV影视,http://123.112.213.221:4022/rtp/239.3.1.158:8000$北京联通组播
朝阳融媒,http://111.193.225.167:8888/rtp/239.3.1.163:8001$北京联通组播
通州融媒,http://114.253.165.121:10000/rtp/239.3.1.221:8001$北京联通组播
朝阳融媒,http://123.112.213.221:4022/rtp/239.3.1.163:8001$北京联通组播
朝阳融媒,http://222.129.138.100:4088/rtp/239.3.1.163:8001$北京联通组播
朝阳融媒,http://114.253.165.121:10000/rtp/239.3.1.163:8001$北京联通组播
BRTV文艺,http://114.253.165.121:10000/rtp/239.3.1.242:8000$北京联通组播
淘电影,http://114.254.189.28:9999/rtp/239.3.1.250:8001$北京联通组播
房山电视台,http://114.253.165.121:10000/rtp/239.3.1.96:8001$北京联通组播
BRTV影视,http://114.253.165.121:10000/rtp/239.3.1.158:8000$北京联通组播
房山电视台,http://111.193.225.167:8888/rtp/239.3.1.96:8001$北京联通组播
淘电影,http://111.193.225.167:8888/rtp/239.3.1.250:8001$北京联通组播
BRTV影视,http://222.129.138.100:4088/rtp/239.3.1.158:8000$北京联通组播
房山电视台,http://222.129.138.100:4088/rtp/239.3.1.96:8001$北京联通组播
BRTV文艺,http://111.193.225.167:8888/rtp/239.3.1.242:8000$北京联通组播
房山电视台,http://123.112.213.221:4022/rtp/239.3.1.96:8001$北京联通组播
BRTV影视,http://114.254.189.28:9999/rtp/239.3.1.158:8000$北京联通组播
房山电视台,http://111.199.234.60:3568/rtp/239.3.1.96:8001$北京联通组播
淘电影,http://111.199.234.60:3568/rtp/239.3.1.250:8001$北京联通组播
淘电影,http://123.112.213.221:4022/rtp/239.3.1.250:8001$北京联通组播
淘电影,http://114.253.165.121:10000/rtp/239.3.1.250:8001$北京联通组播
淘电影,http://123.113.254.161:8012/rtp/239.3.1.250:8001$北京联通组播
淘电影,http://114.246.181.171:4022/rtp/239.3.1.250:8001$北京联通组播
BRTV财经,http://111.193.225.167:8888/rtp/239.3.1.116:8000$北京联通组播
BRTV财经,http://111.199.234.60:3568/rtp/239.3.1.116:8000$北京联通组播
BRTV财经,http://123.112.213.221:4022/rtp/239.3.1.116:8000$北京联通组播
BRTV财经,http://114.254.189.28:9999/rtp/239.3.1.116:8000$北京联通组播
BRTV财经,http://114.253.165.121:10000/rtp/239.3.1.116:8000$北京联通组播
BRTV财经,http://222.129.138.100:4088/rtp/239.3.1.116:8000$北京联通组播
睛彩广场舞,http://111.193.225.167:8888/rtp/239.3.1.128:8001$北京联通组播
睛彩广场舞,http://114.253.165.121:10000/rtp/239.3.1.128:8001$北京联通组播
睛彩广场舞,http://111.199.234.60:3568/rtp/239.3.1.128:8001$北京联通组播
睛彩广场舞,http://222.129.138.100:4088/rtp/239.3.1.128:8001$北京联通组播
睛彩广场舞,http://123.112.213.221:4022/rtp/239.3.1.128:8001$北京联通组播
睛彩广场舞,http://114.254.189.28:9999/rtp/239.3.1.128:8001$北京联通组播
茶频道,http://111.193.225.167:8888/rtp/239.3.1.165:8001$北京联通组播
茶频道,http://123.112.213.221:4022/rtp/239.3.1.165:8001$北京联通组播
茶频道,http://111.199.234.60:3568/rtp/239.3.1.165:8001$北京联通组播
茶频道,http://114.253.165.121:10000/rtp/239.3.1.165:8001$北京联通组播
